beta,w_dtw,r_lgbm,lgbm_cf,tcn_cf,cf,overall,B1,B2,B3,B4
0.8,0.92,0.45,1.12,0.66,1.01,0.5619,0.6166,0.5392,0.6622,0.4294
0.8,0.92,0.7,1.12,0.66,1.0,0.5632,0.6169,0.5428,0.6612,0.4319
0.8,0.93,0.55,1.12,0.66,1.0,0.5615,0.6153,0.538,0.6643,0.4283
0.8,0.93,0.65,1.12,0.66,1.0,0.562,0.6142,0.5403,0.6631,0.4302
0.8,0.93,0.45,1.12,0.66,1.01,0.5609,0.6129,0.5389,0.6632,0.4287
0.8,0.93,0.7,1.12,0.66,1.0,0.5622,0.6137,0.5415,0.6626,0.4311
0.9,0.78,0.55,1.15,0.67,1.03,0.5607,0.6303,0.5557,0.6039,0.4528
0.9,0.78,0.65,1.15,0.67,1.01,0.5607,0.6291,0.5558,0.6048,0.4532
0.9,0.78,0.45,1.15,0.67,1.05,0.5606,0.6313,0.5557,0.6036,0.452
0.9,0.78,0.7,1.15,0.67,1.01,0.5608,0.6308,0.5592,0.5975,0.4555
0.9,0.79,0.55,1.15,0.67,1.04,0.5616,0.6328,0.5588,0.6011,0.4539
0.9,0.79,0.65,1.15,0.67,1.02,0.5617,0.6315,0.5585,0.6025,0.4543
0.9,0.79,0.45,1.15,0.67,1.06,0.5616,0.634,0.559,0.6002,0.4533
0.9,0.79,0.7,1.15,0.67,1.01,0.5617,0.6308,0.5583,0.6033,0.4543
0.9,0.8,0.55,1.15,0.67,1.04,0.5626,0.6331,0.5585,0.606,0.4527
0.9,0.8,0.65,1.15,0.67,1.03,0.5627,0.6343,0.5612,0.6002,0.4554
0.9,0.8,0.45,1.15,0.67,1.06,0.5624,0.6346,0.5588,0.6038,0.4523
0.9,0.8,0.7,1.15,0.67,1.02,0.5628,0.6335,0.561,0.6014,0.4553
0.9,0.81,0.55,1.15,0.67,1.05,0.5635,0.6361,0.561,0.6029,0.4539
0.9,0.81,0.65,1.15,0.67,1.03,0.5637,0.6344,0.5603,0.606,0.4539
0.9,0.81,0.45,1.15,0.67,1.06,0.5632,0.6352,0.5587,0.6074,0.4514
0.9,0.81,0.7,1.15,0.67,1.03,0.5637,0.6362,0.5632,0.5993,0.4563
0.9,0.82,0.55,1.15,0.67,1.05,0.5642,0.6363,0.5605,0.6071,0.4527
0.9,0.82,0.65,1.15,0.67,1.04,0.5645,0.6372,0.5626,0.6034,0.4548
0.9,0.82,0.45,1.15,0.67,1.07,0.5639,0.6372,0.5615,0.604,0.4528
0.9,0.82,0.7,1.15,0.67,1.03,0.5646,0.6362,0.5622,0.6053,0.4547
0.9,0.83,0.55,1.15,0.67,1.05,0.5647,0.6361,0.5601,0.6111,0.4515
0.9,0.83,0.65,1.15,0.67,1.04,0.565,0.6368,0.5619,0.6081,0.4534
0.9,0.83,0.45,1.15,0.67,1.07,0.5642,0.6364,0.5613,0.6074,0.4519
0.9,0.83,0.7,1.15,0.67,1.03,0.5652,0.6363,0.5612,0.6101,0.4531
0.9,0.84,0.55,1.15,0.67,1.04,0.5651,0.634,0.5567,0.6215,0.4483
0.9,0.84,0.65,1.15,0.67,1.03,0.5654,0.6346,0.5581,0.6192,0.4497
0.9,0.84,0.45,1.15,0.67,1.06,0.5646,0.6348,0.5574,0.6174,0.4489
0.9,0.84,0.7,1.15,0.67,1.03,0.5656,0.6355,0.5603,0.6149,0.4516
0.9,0.85,0.55,1.15,0.67,1.04,0.5653,0.6334,0.5558,0.6247,0.4473
0.9,0.85,0.65,1.15,0.67,1.03,0.5658,0.6338,0.5575,0.6234,0.4485
0.9,0.85,0.45,1.15,0.67,1.05,0.5648,0.6331,0.5535,0.6264,0.4461
0.9,0.85,0.7,1.15,0.67,1.02,0.5659,0.6334,0.5564,0.6256,0.448
0.9,0.86,0.55,1.15,0.67,1.03,0.5654,0.6317,0.5515,0.6342,0.4443
0.9,0.86,0.65,1.15,0.67,1.03,0.5659,0.6325,0.5567,0.627,0.4473
0.9,0.86,0.45,1.15,0.67,1.04,0.565,0.6314,0.5498,0.6356,0.4433
0.9,0.86,0.7,1.15,0.67,1.02,0.5661,0.6324,0.5557,0.6296,0.4467
0.9,0.87,0.55,1.15,0.67,1.03,0.5656,0.6305,0.5507,0.6379,0.4434
0.9,0.87,0.65,1.15,0.67,1.02,0.566,0.6308,0.552,0.6371,0.4442
0.9,0.87,0.45,1.15,0.67,1.03,0.5652,0.6297,0.5461,0.645,0.4401
0.9,0.87,0.7,1.15,0.67,1.01,0.5662,0.6306,0.551,0.6399,0.4435
0.9,0.88,0.55,1.15,0.67,1.02,0.5658,0.629,0.5466,0.6477,0.4398
0.9,0.88,0.65,1.15,0.67,1.01,0.5662,0.6291,0.5475,0.6476,0.4405
0.9,0.88,0.45,1.15,0.67,1.03,0.5653,0.6284,0.5457,0.648,0.4391
0.9,0.88,0.7,1.15,0.67,1.01,0.5664,0.6295,0.5496,0.6446,0.442
0.9,0.89,0.55,1.15,0.67,1.01,0.5659,0.6274,0.5426,0.6569,0.4365
0.9,0.89,0.65,1.15,0.67,1.01,0.5662,0.6278,0.5463,0.6514,0.4391
0.9,0.89,0.45,1.15,0.67,1.02,0.5655,0.627,0.5422,0.6568,0.4361
0.9,0.89,0.7,1.15,0.67,1.01,0.5664,0.628,0.5482,0.6488,0.4404
0.9,0.9,0.55,1.15,0.67,1.01,0.5657,0.6258,0.5419,0.6596,0.4354
0.9,0.9,0.65,1.15,0.67,1.01,0.5661,0.6257,0.5452,0.6556,0.4377
0.9,0.9,0.45,1.15,0.67,1.02,0.5651,0.6246,0.5418,0.6587,0.4353
0.9,0.9,0.7,1.15,0.67,1.0,0.5664,0.6265,0.5436,0.6588,0.4367
0.9,0.91,0.55,1.15,0.67,1.01,0.565,0.623,0.5412,0.6613,0.4345
0.9,0.91,0.65,1.15,0.67,1.0,0.5656,0.6246,0.5409,0.6624,0.4344
0.9,0.91,0.45,1.15,0.67,1.02,0.5643,0.621,0.5415,0.6601,0.4345
0.9,0.91,0.7,1.15,0.67,1.0,0.5659,0.6245,0.5424,0.6613,0.4354
0.9,0.92,0.55,1.15,0.67,1.0,0.5639,0.6221,0.5374,0.6645,0.4315
0.9,0.92,0.65,1.15,0.67,1.0,0.5646,0.6216,0.5399,0.6635,0.4332
0.9,0.92,0.45,1.15,0.67,1.01,0.5633,0.6201,0.5381,0.6632,0.4319
0.9,0.92,0.7,1.15,0.67,1.0,0.5649,0.6213,0.5412,0.663,0.4341
0.9,0.93,0.55,1.15,0.67,1.0,0.5629,0.6187,0.5368,0.6655,0.4307
0.9,0.93,0.65,1.15,0.67,1.0,0.5634,0.618,0.539,0.6645,0.4321
0.9,0.93,0.45,1.15,0.67,1.0,0.5624,0.6193,0.5348,0.6663,0.429
0.9,0.93,0.7,1.15,0.67,0.99,0.5637,0.6207,0.5369,0.6662,0.4309
1.0,0.78,0.55,1.17,0.69,1.02,0.5653,0.6421,0.5512,0.6099,0.4581
1.0,0.78,0.65,1.17,0.69,1.01,0.5649,0.642,0.5545,0.6028,0.4604
1.0,0.78,0.45,1.17,0.69,1.04,0.566,0.6449,0.5513,0.6093,0.4583
1.0,0.78,0.7,1.17,0.69,1.0,0.5647,0.6406,0.5544,0.6035,0.4602
1.0,0.79,0.55,1.17,0.69,1.02,0.5662,0.6418,0.5508,0.6154,0.4566
1.0,0.79,0.65,1.17,0.69,1.01,0.5656,0.6414,0.5537,0.6087,0.4587
1.0,0.79,0.45,1.17,0.69,1.04,0.5667,0.6448,0.5513,0.6138,0.4569
1.0,0.79,0.7,1.17,0.69,1.0,0.5654,0.64,0.5535,0.6099,0.4584
1.0,0.8,0.55,1.17,0.69,1.03,0.5669,0.644,0.5536,0.6125,0.4576
1.0,0.8,0.65,1.17,0.69,1.01,0.5664,0.6409,0.553,0.6147,0.4569
1.0,0.8,0.45,1.17,0.69,1.05,0.5672,0.6465,0.5543,0.6101,0.4581
1.0,0.8,0.7,1.17,0.69,1.0,0.5661,0.6394,0.5526,0.616,0.4565
1.0,0.81,0.55,1.17,0.69,1.04,0.5675,0.646,0.5561,0.6095,0.4585
1.0,0.81,0.65,1.17,0.69,1.02,0.5671,0.6432,0.5552,0.6124,0.4577
1.0,0.81,0.45,1.17,0.69,1.04,0.5677,0.6438,0.5514,0.6212,0.4543
1.0,0.81,0.7,1.17,0.69,1.02,0.5669,0.6445,0.5578,0.6055,0.4598
1.0,0.82,0.55,1.17,0.69,1.04,0.5679,0.6453,0.5556,0.6137,0.457
1.0,0.82,0.65,1.17,0.69,1.03,0.5679,0.6455,0.5574,0.6102,0.4585
1.0,0.82,0.45,1.17,0.69,1.05,0.568,0.6448,0.554,0.6178,0.4554
1.0,0.82,0.7,1.17,0.69,1.02,0.5678,0.6442,0.5568,0.6121,0.458
1.0,0.83,0.55,1.17,0.69,1.04,0.5684,0.6445,0.5552,0.6183,0.4554
1.0,0.83,0.65,1.17,0.69,1.04,0.5683,0.6467,0.5598,0.6076,0.4592
1.0,0.83,0.45,1.17,0.69,1.04,0.5683,0.6423,0.551,0.628,0.4518
1.0,0.83,0.7,1.17,0.69,1.03,0.5683,0.6456,0.559,0.6099,0.4586
1.0,0.84,0.55,1.17,0.69,1.03,0.5686,0.6417,0.552,0.6291,0.4516
1.0,0.84,0.65,1.17,0.69,1.03,0.5687,0.6436,0.556,0.6201,0.455
1.0,0.84,0.45,1.17,0.69,1.05,0.5684,0.6424,0.5536,0.6246,0.4528
1.0,0.84,0.7,1.17,0.69,1.03,0.5687,0.6447,0.5582,0.6151,0.4568
1.0,0.85,0.55,1.17,0.69,1.04,0.5688,0.6416,0.5547,0.6264,0.4525
1.0,0.85,0.65,1.17,0.69,1.03,0.569,0.6424,0.5554,0.6247,0.4533
1.0,0.85,0.45,1.17,0.69,1.05,0.5683,0.6407,0.5531,0.6277,0.4516
1.0,0.85,0.7,1.17,0.69,1.02,0.5689,0.6415,0.5543,0.6274,0.4526
1.0,0.86,0.55,1.17,0.69,1.03,0.5687,0.6392,0.551,0.6359,0.4488
1.0,0.86,0.65,1.17,0.69,1.02,0.569,0.6396,0.5519,0.6352,0.4494
1.0,0.86,0.45,1.17,0.69,1.04,0.5682,0.6384,0.5493,0.6369,0.4481
1.0,0.86,0.7,1.17,0.69,1.02,0.5692,0.6404,0.5536,0.6319,0.4508
1.0,0.87,0.55,1.17,0.69,1.02,0.5686,0.6367,0.5469,0.6457,0.4452
1.0,0.87,0.65,1.17,0.69,1.02,0.5691,0.6379,0.5514,0.6391,0.4478
1.0,0.87,0.45,1.17,0.69,1.03,0.5683,0.6361,0.5457,0.6464,0.4448
1.0,0.87,0.7,1.17,0.69,1.01,0.5691,0.6375,0.55,0.642,0.4469
1.0,0.88,0.55,1.17,0.69,1.02,0.5686,0.6348,0.546,0.6496,0.4439
1.0,0.88,0.65,1.17,0.69,1.01,0.569,0.6356,0.5469,0.6495,0.4441
1.0,0.88,0.45,1.17,0.69,1.02,0.5682,0.6339,0.5421,0.6551,0.4416
1.0,0.88,0.7,1.17,0.69,1.01,0.5692,0.636,0.5489,0.6464,0.4453
1.0,0.89,0.55,1.17,0.69,1.01,0.5685,0.6327,0.5421,0.6587,0.4404
1.0,0.89,0.65,1.17,0.69,1.01,0.5688,0.6331,0.5457,0.6536,0.4426
1.0,0.89,0.45,1.17,0.69,1.02,0.568,0.6317,0.5417,0.6583,0.4404
1.0,0.89,0.7,1.17,0.69,1.0,0.569,0.6335,0.5443,0.6567,0.4416
1.0,0.9,0.55,1.17,0.69,1.01,0.5681,0.6299,0.5413,0.6621,0.4389
1.0,0.9,0.65,1.17,0.69,1.0,0.5686,0.6312,0.5414,0.6631,0.4387
1.0,0.9,0.45,1.17,0.69,1.02,0.5673,0.6281,0.5414,0.6608,0.439
1.0,0.9,0.7,1.17,0.69,1.0,0.5687,0.6313,0.543,0.6608,0.4398
1.0,0.91,0.55,1.17,0.69,1.01,0.567,0.6262,0.5407,0.6637,0.4373
1.0,0.91,0.65,1.17,0.69,1.0,0.5677,0.6282,0.5403,0.6652,0.437
1.0,0.91,0.45,1.17,0.69,1.01,0.5662,0.6266,0.538,0.6648,0.4354
1.0,0.91,0.7,1.17,0.69,1.0,0.568,0.6281,0.5417,0.6642,0.4379
1.0,0.92,0.55,1.17,0.69,1.0,0.5656,0.625,0.5369,0.667,0.4336
1.0,0.92,0.65,1.17,0.69,1.0,0.5663,0.6246,0.5393,0.6662,0.4353
1.0,0.92,0.45,1.17,0.69,1.01,0.5649,0.6226,0.5377,0.6652,0.4341
1.0,0.92,0.7,1.17,0.69,1.0,0.5667,0.6243,0.5406,0.6658,0.4361
1.0,0.93,0.55,1.17,0.69,1.0,0.5643,0.621,0.5364,0.6676,0.4321
1.0,0.93,0.65,1.17,0.69,1.0,0.5648,0.6204,0.5384,0.6669,0.4336
1.0,0.93,0.45,1.17,0.69,1.0,0.5637,0.6216,0.5344,0.6682,0.4307
1.0,0.93,0.7,1.17,0.69,0.99,0.5651,0.6233,0.5363,0.6689,0.4321
