alpha_lgbm,cap_lgbm,alpha_tcn,cap_tcn,cf,overall,B1,B2,B3,B4
0.6,1.1,0.6,1.1,0.97,0.5674,0.6036,0.5579,0.6758,0.4323
1.0,2.0,0.8,1.2,0.94,0.5674,0.6197,0.6193,0.583,0.4474
0.8,1.1,0.2,1.2,0.97,0.5673,0.6033,0.5576,0.6773,0.4309
0.0,1.5,0.8,1.2,0.98,0.5673,0.5995,0.5636,0.6613,0.445
0.0,2.0,0.8,1.2,0.98,0.5673,0.5995,0.5636,0.6613,0.445
0.0,1.1,0.8,1.2,0.98,0.5673,0.5995,0.5636,0.6613,0.445
0.0,1.2,0.8,1.2,0.98,0.5673,0.5995,0.5636,0.6613,0.445
0.0,1.3,0.8,1.2,0.98,0.5673,0.5995,0.5636,0.6613,0.445
0.4,2.0,0.4,1.1,0.97,0.5673,0.6036,0.5696,0.6688,0.4273
0.8,2.0,0.2,1.3,0.96,0.5672,0.6101,0.5981,0.6293,0.4312
0.4,1.2,0.2,1.3,0.98,0.5672,0.5975,0.5619,0.6755,0.4338
1.0,2.0,0.6,1.2,0.94,0.5671,0.6187,0.6129,0.5966,0.4404
0.2,1.3,0.8,1.1,0.97,0.5671,0.6037,0.5577,0.6742,0.4327
1.0,1.5,0.2,1.1,0.95,0.567,0.613,0.5925,0.638,0.4246
0.4,2.0,0.2,1.2,0.97,0.567,0.6035,0.5684,0.669,0.4271
0.8,1.5,0.0,1.2,0.97,0.5669,0.6033,0.5876,0.653,0.4238
0.8,1.5,0.0,1.1,0.97,0.5669,0.6033,0.5876,0.653,0.4238
0.8,1.5,0.0,1.3,0.97,0.5669,0.6033,0.5876,0.653,0.4238
0.8,2.0,0.6,1.1,0.95,0.5669,0.6142,0.5969,0.6271,0.4295
0.8,1.5,0.0,2.0,0.97,0.5669,0.6033,0.5876,0.653,0.4238
0.2,2.0,0.6,1.1,0.97,0.5669,0.6034,0.557,0.6787,0.4287
0.8,1.5,0.0,1.5,0.97,0.5669,0.6033,0.5876,0.653,0.4238
0.0,2.0,0.4,1.5,0.99,0.5668,0.5914,0.5669,0.6598,0.4492
0.0,1.5,0.4,1.5,0.99,0.5668,0.5914,0.5669,0.6598,0.4492
0.0,1.2,0.4,1.5,0.99,0.5668,0.5914,0.5669,0.6598,0.4492
0.0,1.3,0.4,1.5,0.99,0.5668,0.5914,0.5669,0.6598,0.4492
0.2,1.3,0.4,1.2,0.98,0.5668,0.5978,0.5598,0.6748,0.4348
0.2,1.1,0.6,1.2,0.98,0.5668,0.5987,0.5608,0.6671,0.4405
0.0,1.1,0.4,1.5,0.99,0.5668,0.5914,0.5669,0.6598,0.4492
0.2,1.2,0.2,2.0,0.99,0.5666,0.5902,0.5643,0.6655,0.4464
0.2,1.5,0.2,1.5,0.99,0.5666,0.5904,0.5646,0.6746,0.4368
0.4,1.1,0.8,1.1,0.98,0.5665,0.5981,0.5594,0.6726,0.436
0.6,2.0,0.4,1.1,0.96,0.5665,0.6091,0.5823,0.6482,0.4265
1.0,2.0,1.0,1.2,0.92,0.5665,0.6202,0.6188,0.5782,0.4486
0.6,1.1,0.2,1.3,0.98,0.5664,0.5976,0.5586,0.6753,0.4341
0.6,2.0,0.2,1.2,0.96,0.5664,0.609,0.5811,0.649,0.4264
0.4,1.2,0.4,1.1,0.98,0.5663,0.5972,0.5595,0.6778,0.4308
0.4,1.5,0.2,1.1,0.98,0.5663,0.5969,0.5641,0.6779,0.4262
1.0,2.0,0.4,1.2,0.95,0.5662,0.6154,0.6095,0.604,0.436
0.4,1.1,0.4,1.2,0.98,0.5662,0.598,0.5583,0.673,0.4357
0.2,1.5,0.6,1.1,0.97,0.5661,0.6033,0.5548,0.6772,0.429
0.2,1.1,0.4,1.3,0.98,0.5661,0.5984,0.5593,0.6671,0.4398
1.0,2.0,0.2,1.3,0.95,0.5661,0.6147,0.606,0.6116,0.4322
1.0,1.5,0.0,1.1,0.95,0.566,0.6125,0.5902,0.6398,0.4214
1.0,1.5,0.0,1.2,0.95,0.566,0.6125,0.5902,0.6398,0.4214
1.0,1.5,0.0,1.5,0.95,0.566,0.6125,0.5902,0.6398,0.4214
1.0,1.5,0.0,1.3,0.95,0.566,0.6125,0.5902,0.6398,0.4214
1.0,1.5,0.0,2.0,0.95,0.566,0.6125,0.5902,0.6398,0.4214
0.8,2.0,0.4,1.1,0.95,0.566,0.6136,0.5939,0.6303,0.4262
0.2,1.2,0.8,1.1,0.98,0.5659,0.5979,0.5579,0.6732,0.4347
0.8,2.0,0.2,1.2,0.96,0.5659,0.6098,0.596,0.6297,0.4283
1.0,2.0,0.8,1.1,0.94,0.5658,0.6177,0.6077,0.6041,0.4338
1.0,2.0,1.0,1.1,0.94,0.5658,0.6183,0.6107,0.5972,0.4373
1.0,1.1,0.0,1.2,0.98,0.5657,0.5968,0.5582,0.6793,0.4285
1.0,1.1,0.0,1.1,0.98,0.5657,0.5968,0.5582,0.6793,0.4285
1.0,1.1,0.0,1.3,0.98,0.5657,0.5968,0.5582,0.6793,0.4285
1.0,1.1,0.0,1.5,0.98,0.5657,0.5968,0.5582,0.6793,0.4285
1.0,1.1,0.0,2.0,0.98,0.5657,0.5968,0.5582,0.6793,0.4285
0.4,1.3,0.2,1.1,0.98,0.5657,0.5967,0.5604,0.6775,0.4281
0.4,1.2,0.2,1.2,0.99,0.5657,0.5901,0.562,0.6778,0.433
0.2,2.0,0.2,1.3,0.99,0.5657,0.5904,0.5615,0.6787,0.4322
0.6,1.2,0.0,2.0,0.98,0.5656,0.5965,0.56,0.6787,0.427
0.6,1.2,0.0,1.1,0.98,0.5656,0.5965,0.56,0.6787,0.427
0.8,1.1,0.2,1.1,0.98,0.5656,0.597,0.5572,0.6785,0.4298
0.6,1.2,0.0,1.2,0.98,0.5656,0.5965,0.56,0.6787,0.427
0.6,1.2,0.0,1.3,0.98,0.5656,0.5965,0.56,0.6787,0.427
0.6,1.2,0.0,1.5,0.98,0.5656,0.5965,0.56,0.6787,0.427
0.2,1.3,0.2,1.5,0.99,0.5655,0.5903,0.5627,0.6713,0.4377
0.2,1.1,1.0,1.1,0.98,0.5655,0.5984,0.5579,0.6684,0.4373
0.6,1.1,0.4,1.1,0.98,0.5655,0.5973,0.5562,0.6775,0.4311
0.4,1.1,0.2,1.5,0.99,0.5655,0.5904,0.5611,0.6713,0.4392
0.2,1.2,0.4,1.2,0.98,0.5655,0.5978,0.5568,0.6729,0.4344
0.6,1.5,0.0,2.0,0.98,0.5654,0.5969,0.5764,0.6633,0.4249
0.6,1.5,0.0,1.2,0.98,0.5654,0.5969,0.5764,0.6633,0.4249
0.6,1.5,0.0,1.3,0.98,0.5654,0.5969,0.5764,0.6633,0.4249
1.0,2.0,0.6,1.1,0.95,0.5654,0.6149,0.6072,0.6065,0.4328
0.6,1.5,0.0,1.1,0.98,0.5654,0.5969,0.5764,0.6633,0.4249
0.6,1.5,0.0,1.5,0.98,0.5654,0.5969,0.5764,0.6633,0.4249
0.2,1.3,0.6,1.1,0.98,0.5652,0.5974,0.5563,0.6755,0.4315
0.6,1.1,0.2,1.2,0.98,0.565,0.5972,0.555,0.6768,0.431
0.4,2.0,0.2,1.1,0.97,0.5649,0.6031,0.5645,0.668,0.424
0.4,1.1,0.6,1.1,0.98,0.5648,0.5975,0.5548,0.6746,0.4324
0.2,2.0,0.4,1.1,0.98,0.5648,0.5971,0.5552,0.6791,0.4277
0.8,2.0,0.2,1.1,0.96,0.5647,0.6093,0.5937,0.6305,0.4252
1.0,2.0,0.2,1.2,0.95,0.5647,0.6143,0.6036,0.6119,0.4292
1.0,2.0,0.4,1.1,0.95,0.5647,0.6144,0.604,0.6112,0.4293
0.6,2.0,0.2,1.1,0.97,0.5647,0.6038,0.5812,0.6483,0.4255
0.2,1.5,0.2,1.3,0.99,0.5647,0.5902,0.5591,0.6769,0.4324
0.2,1.2,0.2,1.5,0.99,0.5644,0.5902,0.5596,0.6699,0.4379
0.2,1.1,0.2,2.0,1.0,0.5643,0.5827,0.563,0.6635,0.448
0.2,2.0,0.2,1.2,0.99,0.5642,0.59,0.5577,0.6798,0.4295
0.0,1.1,0.6,1.2,0.98,0.564,0.5984,0.5546,0.6646,0.4382
0.0,1.3,0.6,1.2,0.98,0.564,0.5984,0.5546,0.6646,0.4382
0.0,2.0,0.6,1.2,0.98,0.564,0.5984,0.5546,0.6646,0.4382
0.0,1.2,0.6,1.2,0.98,0.564,0.5984,0.5546,0.6646,0.4382
0.0,1.5,0.6,1.2,0.98,0.564,0.5984,0.5546,0.6646,0.4382
0.2,1.2,0.6,1.1,0.98,0.5639,0.5973,0.5534,0.6738,0.4312
0.2,1.5,0.4,1.1,0.98,0.5639,0.5969,0.5531,0.6776,0.428
0.2,1.1,0.8,1.1,0.98,0.5638,0.5978,0.5533,0.6703,0.4338
1.0,2.0,0.2,1.1,0.96,0.5638,0.6101,0.6035,0.6134,0.4283
0.4,1.2,0.2,1.1,0.99,0.5638,0.5896,0.5578,0.6784,0.4296
0.2,1.3,0.2,1.3,0.99,0.5637,0.5901,0.5574,0.6738,0.4332
0.4,1.1,0.2,1.3,0.99,0.5636,0.5903,0.5559,0.674,0.4341
0.4,1.5,0.0,2.0,0.98,0.5634,0.5964,0.5586,0.6755,0.4231
0.4,1.5,0.0,1.1,0.98,0.5634,0.5964,0.5586,0.6755,0.4231
0.4,1.5,0.0,1.2,0.98,0.5634,0.5964,0.5586,0.6755,0.4231
0.4,1.5,0.0,1.3,0.98,0.5634,0.5964,0.5586,0.6755,0.4231
0.4,1.5,0.0,1.5,0.98,0.5634,0.5964,0.5586,0.6755,0.4231
0.2,1.1,0.4,1.2,0.98,0.5633,0.5977,0.5521,0.67,0.4334
0.2,1.5,0.2,1.2,0.99,0.5633,0.5899,0.5554,0.6781,0.4298
0.8,1.1,0.0,1.1,0.98,0.5632,0.5965,0.5519,0.6782,0.4264
0.8,1.1,0.0,1.2,0.98,0.5632,0.5965,0.5519,0.6782,0.4264
0.8,1.1,0.0,1.3,0.98,0.5632,0.5965,0.5519,0.6782,0.4264
0.8,1.1,0.0,2.0,0.98,0.5632,0.5965,0.5519,0.6782,0.4264
0.6,1.1,0.2,1.1,0.98,0.5632,0.5967,0.5509,0.6776,0.4277
0.8,1.1,0.0,1.5,0.98,0.5632,0.5965,0.5519,0.6782,0.4264
0.4,1.3,0.0,1.5,0.99,0.5629,0.5892,0.5586,0.6768,0.4268
0.0,1.1,0.4,1.3,0.99,0.5629,0.5911,0.5563,0.6644,0.4399
0.8,2.0,0.0,2.0,0.97,0.5629,0.604,0.5933,0.63,0.4241
0.8,2.0,0.0,1.5,0.97,0.5629,0.604,0.5933,0.63,0.4241
0.8,2.0,0.0,1.3,0.97,0.5629,0.604,0.5933,0.63,0.4241
0.8,2.0,0.0,1.2,0.97,0.5629,0.604,0.5933,0.63,0.4241
0.8,2.0,0.0,1.1,0.97,0.5629,0.604,0.5933,0.63,0.4241
0.0,2.0,0.4,1.3,0.99,0.5629,0.5911,0.5563,0.6644,0.4399
0.0,1.3,0.4,1.3,0.99,0.5629,0.5911,0.5563,0.6644,0.4399
0.0,1.5,0.4,1.3,0.99,0.5629,0.5911,0.5563,0.6644,0.4399
0.4,1.3,0.0,1.1,0.99,0.5629,0.5892,0.5586,0.6768,0.4268
0.4,1.3,0.0,1.2,0.99,0.5629,0.5892,0.5586,0.6768,0.4268
0.4,1.3,0.0,1.3,0.99,0.5629,0.5892,0.5586,0.6768,0.4268
0.0,1.2,0.4,1.3,0.99,0.5629,0.5911,0.5563,0.6644,0.4399
0.4,1.3,0.0,2.0,0.99,0.5629,0.5892,0.5586,0.6768,0.4268
0.2,1.3,0.4,1.1,0.98,0.5628,0.5968,0.5515,0.675,0.428
0.4,1.1,0.4,1.1,0.98,0.5628,0.597,0.5501,0.6753,0.429
0.0,1.2,1.0,1.1,0.98,0.5628,0.598,0.5518,0.6661,0.4351
0.0,1.5,1.0,1.1,0.98,0.5628,0.598,0.5518,0.6661,0.4351
0.0,1.1,1.0,1.1,0.98,0.5628,0.598,0.5518,0.6661,0.4351
0.0,1.3,1.0,1.1,0.98,0.5628,0.598,0.5518,0.6661,0.4351
0.0,2.0,1.0,1.1,0.98,0.5628,0.598,0.5518,0.6661,0.4351
1.0,2.0,0.0,1.3,0.96,0.5626,0.6095,0.6006,0.6153,0.4249
1.0,2.0,0.0,2.0,0.96,0.5626,0.6095,0.6006,0.6153,0.4249
1.0,2.0,0.0,1.1,0.96,0.5626,0.6095,0.6006,0.6153,0.4249
1.0,2.0,0.0,1.2,0.96,0.5626,0.6095,0.6006,0.6153,0.4249
1.0,2.0,0.0,1.5,0.96,0.5626,0.6095,0.6006,0.6153,0.4249
0.2,1.2,0.2,1.3,0.99,0.5625,0.5901,0.5544,0.6726,0.4329
0.6,2.0,0.0,2.0,0.97,0.5624,0.6032,0.5761,0.6479,0.4225
0.6,2.0,0.0,1.5,0.97,0.5624,0.6032,0.5761,0.6479,0.4225
0.6,2.0,0.0,1.3,0.97,0.5624,0.6032,0.5761,0.6479,0.4225
0.6,2.0,0.0,1.2,0.97,0.5624,0.6032,0.5761,0.6479,0.4225
0.6,2.0,0.0,1.1,0.97,0.5624,0.6032,0.5761,0.6479,0.4225
0.2,1.3,0.2,1.2,0.99,0.5622,0.5898,0.5538,0.6753,0.4301
0.2,1.1,0.2,1.5,0.99,0.5622,0.5901,0.5548,0.667,0.4371
0.4,1.1,0.2,1.2,0.99,0.5622,0.5899,0.5523,0.6755,0.431
0.2,2.0,0.2,1.1,0.99,0.5621,0.5895,0.5533,0.6788,0.4266
0.4,2.0,0.0,2.0,0.97,0.5621,0.6025,0.5595,0.6654,0.4208
0.4,2.0,0.0,1.5,0.97,0.5621,0.6025,0.5595,0.6654,0.4208
0.4,2.0,0.0,1.3,0.97,0.5621,0.6025,0.5595,0.6654,0.4208
0.4,2.0,0.0,1.2,0.97,0.5621,0.6025,0.5595,0.6654,0.4208
0.4,2.0,0.0,1.1,0.97,0.5621,0.6025,0.5595,0.6654,0.4208
0.2,1.1,0.6,1.1,0.98,0.5618,0.5972,0.5488,0.6711,0.4303
0.2,1.2,0.4,1.1,0.99,0.5616,0.5898,0.5519,0.675,0.4299
0.2,1.5,0.2,1.1,0.99,0.5612,0.5894,0.5512,0.6774,0.4267
0.2,1.2,0.2,1.2,0.99,0.5611,0.5897,0.5508,0.6742,0.4298
0.4,1.2,0.0,2.0,0.99,0.5609,0.5891,0.5524,0.6761,0.4261
0.4,1.2,0.0,1.5,0.99,0.5609,0.5891,0.5524,0.6761,0.4261
0.4,1.2,0.0,1.1,0.99,0.5609,0.5891,0.5524,0.6761,0.4261
0.4,1.2,0.0,1.2,0.99,0.5609,0.5891,0.5524,0.6761,0.4261
0.4,1.2,0.0,1.3,0.99,0.5609,0.5891,0.5524,0.6761,0.4261
0.0,1.3,0.8,1.1,0.98,0.5608,0.5975,0.5473,0.6668,0.4316
0.0,2.0,0.8,1.1,0.98,0.5608,0.5975,0.5473,0.6668,0.4316
0.0,1.5,0.8,1.1,0.98,0.5608,0.5975,0.5473,0.6668,0.4316
0.0,1.2,0.8,1.1,0.98,0.5608,0.5975,0.5473,0.6668,0.4316
0.0,1.1,0.8,1.1,0.98,0.5608,0.5975,0.5473,0.6668,0.4316
0.0,2.0,0.2,2.0,1.0,0.5606,0.5824,0.5566,0.6576,0.4459
0.0,1.5,0.2,2.0,1.0,0.5606,0.5824,0.5566,0.6576,0.4459
0.0,1.1,0.2,2.0,1.0,0.5606,0.5824,0.5566,0.6576,0.4459
0.0,1.2,0.2,2.0,1.0,0.5606,0.5824,0.5566,0.6576,0.4459
0.0,1.3,0.2,2.0,1.0,0.5606,0.5824,0.5566,0.6576,0.4459
0.6,1.1,0.0,1.1,0.98,0.5605,0.5962,0.5458,0.6756,0.4244
0.6,1.1,0.0,2.0,0.98,0.5605,0.5962,0.5458,0.6756,0.4244
0.6,1.1,0.0,1.3,0.98,0.5605,0.5962,0.5458,0.6756,0.4244
0.6,1.1,0.0,1.2,0.98,0.5605,0.5962,0.5458,0.6756,0.4244
0.6,1.1,0.0,1.5,0.98,0.5605,0.5962,0.5458,0.6756,0.4244
0.4,1.1,0.2,1.1,0.99,0.5604,0.5894,0.5482,0.6761,0.4278
0.2,1.1,0.2,1.3,0.99,0.5604,0.5899,0.5497,0.6699,0.4319
0.0,1.2,0.4,1.2,0.98,0.5601,0.5973,0.5462,0.6655,0.4313
0.0,1.5,0.4,1.2,0.98,0.5601,0.5973,0.5462,0.6655,0.4313
0.0,2.0,0.4,1.2,0.98,0.5601,0.5973,0.5462,0.6655,0.4313
0.2,1.3,0.2,1.1,0.99,0.5601,0.5893,0.5497,0.6747,0.4268
0.0,1.1,0.4,1.2,0.98,0.5601,0.5973,0.5462,0.6655,0.4313
0.0,1.3,0.4,1.2,0.98,0.5601,0.5973,0.5462,0.6655,0.4313
0.2,1.1,0.4,1.1,0.99,0.5597,0.5897,0.5473,0.6727,0.4291
0.2,1.2,0.2,1.1,0.99,0.5591,0.5892,0.5468,0.6738,0.4265
0.2,1.1,0.2,1.2,0.99,0.5591,0.5896,0.5462,0.6716,0.4289
0.2,2.0,0.0,2.0,1.0,0.5588,0.5816,0.5514,0.6769,0.4255
0.2,2.0,0.0,1.5,1.0,0.5588,0.5816,0.5514,0.6769,0.4255
0.2,2.0,0.0,1.2,1.0,0.5588,0.5816,0.5514,0.6769,0.4255
0.2,2.0,0.0,1.1,1.0,0.5588,0.5816,0.5514,0.6769,0.4255
0.2,2.0,0.0,1.3,1.0,0.5588,0.5816,0.5514,0.6769,0.4255
0.0,1.1,0.2,1.5,1.0,0.5586,0.5824,0.5521,0.6626,0.4371
0.0,1.5,0.2,1.5,1.0,0.5586,0.5824,0.5521,0.6626,0.4371
0.0,1.2,0.6,1.1,0.99,0.5586,0.5899,0.5457,0.6682,0.4304
0.0,1.1,0.6,1.1,0.99,0.5586,0.5899,0.5457,0.6682,0.4304
0.0,1.5,0.6,1.1,0.99,0.5586,0.5899,0.5457,0.6682,0.4304
0.0,1.2,0.2,1.5,1.0,0.5586,0.5824,0.5521,0.6626,0.4371
0.0,2.0,0.2,1.5,1.0,0.5586,0.5824,0.5521,0.6626,0.4371
0.0,1.3,0.2,1.5,1.0,0.5586,0.5824,0.5521,0.6626,0.4371
0.0,1.3,0.6,1.1,0.99,0.5586,0.5899,0.5457,0.6682,0.4304
0.0,2.0,0.6,1.1,0.99,0.5586,0.5899,0.5457,0.6682,0.4304
0.2,1.5,0.0,1.2,1.0,0.5579,0.5814,0.5493,0.6755,0.4253
0.2,1.5,0.0,1.1,1.0,0.5579,0.5814,0.5493,0.6755,0.4253
0.2,1.5,0.0,1.3,1.0,0.5579,0.5814,0.5493,0.6755,0.4253
0.2,1.5,0.0,1.5,1.0,0.5579,0.5814,0.5493,0.6755,0.4253
0.2,1.5,0.0,2.0,1.0,0.5579,0.5814,0.5493,0.6755,0.4253
0.4,1.1,0.0,2.0,0.99,0.5575,0.5889,0.543,0.6737,0.4244
0.4,1.1,0.0,1.5,0.99,0.5575,0.5889,0.543,0.6737,0.4244
0.4,1.1,0.0,1.3,0.99,0.5575,0.5889,0.543,0.6737,0.4244
0.4,1.1,0.0,1.2,0.99,0.5575,0.5889,0.543,0.6737,0.4244
0.4,1.1,0.0,1.1,0.99,0.5575,0.5889,0.543,0.6737,0.4244
0.2,1.1,0.2,1.1,0.99,0.5571,0.5891,0.5422,0.6713,0.4257
0.0,2.0,0.2,1.3,0.99,0.5568,0.5896,0.5437,0.6639,0.4298
0.2,1.3,0.0,2.0,1.0,0.5568,0.5813,0.5478,0.6728,0.4255
0.0,1.5,0.2,1.3,0.99,0.5568,0.5896,0.5437,0.6639,0.4298
0.0,1.1,0.2,1.3,0.99,0.5568,0.5896,0.5437,0.6639,0.4298
0.2,1.3,0.0,1.5,1.0,0.5568,0.5813,0.5478,0.6728,0.4255
0.2,1.3,0.0,1.2,1.0,0.5568,0.5813,0.5478,0.6728,0.4255
0.2,1.3,0.0,1.3,1.0,0.5568,0.5813,0.5478,0.6728,0.4255
0.0,1.3,0.2,1.3,0.99,0.5568,0.5896,0.5437,0.6639,0.4298
0.2,1.3,0.0,1.1,1.0,0.5568,0.5813,0.5478,0.6728,0.4255
0.0,1.2,0.2,1.3,0.99,0.5568,0.5896,0.5437,0.6639,0.4298
0.0,2.0,0.4,1.1,0.99,0.5562,0.5893,0.5414,0.6669,0.4271
0.0,1.1,0.4,1.1,0.99,0.5562,0.5893,0.5414,0.6669,0.4271
0.0,1.3,0.4,1.1,0.99,0.5562,0.5893,0.5414,0.6669,0.4271
0.0,1.2,0.4,1.1,0.99,0.5562,0.5893,0.5414,0.6669,0.4271
0.0,1.5,0.4,1.1,0.99,0.5562,0.5893,0.5414,0.6669,0.4271
0.2,1.2,0.0,1.2,1.0,0.5558,0.5812,0.5449,0.672,0.4252
0.2,1.2,0.0,1.3,1.0,0.5558,0.5812,0.5449,0.672,0.4252
0.2,1.2,0.0,1.1,1.0,0.5558,0.5812,0.5449,0.672,0.4252
0.2,1.2,0.0,1.5,1.0,0.5558,0.5812,0.5449,0.672,0.4252
0.2,1.2,0.0,2.0,1.0,0.5558,0.5812,0.5449,0.672,0.4252
0.0,1.1,0.2,1.2,0.99,0.5556,0.5893,0.5403,0.6658,0.4269
0.0,2.0,0.2,1.2,0.99,0.5556,0.5893,0.5403,0.6658,0.4269
0.0,1.5,0.2,1.2,0.99,0.5556,0.5893,0.5403,0.6658,0.4269
0.0,1.3,0.2,1.2,0.99,0.5556,0.5893,0.5403,0.6658,0.4269
0.0,1.2,0.2,1.2,0.99,0.5556,0.5893,0.5403,0.6658,0.4269
0.2,1.1,0.0,1.1,1.0,0.554,0.5811,0.5403,0.67,0.4245
0.2,1.1,0.0,1.2,1.0,0.554,0.5811,0.5403,0.67,0.4245
0.2,1.1,0.0,1.3,1.0,0.554,0.5811,0.5403,0.67,0.4245
0.2,1.1,0.0,1.5,1.0,0.554,0.5811,0.5403,0.67,0.4245
0.2,1.1,0.0,2.0,1.0,0.554,0.5811,0.5403,0.67,0.4245
0.0,1.2,0.2,1.1,1.0,0.5533,0.5814,0.5395,0.6664,0.4258
0.0,1.5,0.2,1.1,1.0,0.5533,0.5814,0.5395,0.6664,0.4258
0.0,1.1,0.2,1.1,1.0,0.5533,0.5814,0.5395,0.6664,0.4258
0.0,2.0,0.2,1.1,1.0,0.5533,0.5814,0.5395,0.6664,0.4258
0.0,1.3,0.2,1.1,1.0,0.5533,0.5814,0.5395,0.6664,0.4258
0.0,1.2,0.0,1.3,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,1.2,0.0,1.5,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,1.2,0.0,2.0,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,1.2,0.0,1.1,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,1.1,0.0,2.0,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,1.1,0.0,1.3,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,1.1,0.0,1.5,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,1.2,0.0,1.2,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,2.0,0.0,1.5,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,1.3,0.0,1.1,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,1.3,0.0,1.2,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,1.3,0.0,1.3,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,1.3,0.0,1.5,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,1.3,0.0,2.0,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,1.5,0.0,1.1,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,1.5,0.0,1.2,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,1.5,0.0,1.3,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,1.5,0.0,1.5,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,1.5,0.0,2.0,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,2.0,0.0,1.1,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,2.0,0.0,1.2,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,2.0,0.0,1.3,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,2.0,0.0,2.0,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,1.1,0.0,1.2,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
0.0,1.1,0.0,1.1,1.0,0.5499,0.5808,0.5344,0.6617,0.4226
